,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
1442,[],704af491-cc16-494d-a9c0-338e119be3a4,yolov5n,"[482, 640]",1082.69,1082.69,150.79,103.96,24.12344398340249,1082.6894106892728,201365540_d1af73d7cd_z_degraded.jpg,0,person
1443,"[['person', 0.735328197479248], ['umbrella', 0.4642183780670166], ['umbrella', 0.2532806098461151]]",704af491-cc16-494d-a9c0-338e119be3a4,yolov8n,"[482, 640]",1082.69,1082.69,150.79,103.96,24.12344398340249,1082.6894106892728,201365540_d1af73d7cd_z_degraded.jpg,1,person
1444,[],c6a0e670-4225-495e-999e-907e93da7209,yolov5n,"[640, 427]",933.6,933.6,118.64,149.01,13.680474238875878,933.6033949342172,3968015804_ac83717a19_z_degraded.jpg,0,dog
1445,"[['dog', 0.5309552550315857]]",c6a0e670-4225-495e-999e-907e93da7209,yolov8n,"[640, 427]",933.6,933.6,118.64,149.01,13.680474238875878,933.6033949342172,3968015804_ac83717a19_z_degraded.jpg,1,dog
1446,"[['person', 0.8060166239738464], ['person', 0.2557673454284668]]",34bbe368-29e6-4a83-a6ab-c8142cb49eda,yolov5n,"[428, 640]",2316.88,2316.88,162.12,56.94,33.466705607476634,2316.8760490398827,7742706992_27215ef7f8_z_degraded.jpg,1,person
1447,"[['person', 0.8708670139312744], ['person', 0.5808813571929932], ['person', 0.5499634146690369], ['person', 0.531308650970459], ['person', 0.32386544346809387]]",34bbe368-29e6-4a83-a6ab-c8142cb49eda,yolov8n,"[428, 640]",2316.88,2316.88,162.12,56.94,33.466705607476634,2316.8760490398827,7742706992_27215ef7f8_z_degraded.jpg,1,person
1448,"[['bear', 0.4332317113876343]]",1eed08b1-fbfb-484c-8065-9425f491eb37,yolov5n,"[640, 427]",368.99,368.99,116.34,48.14,29.661885245901644,368.9915690552512,3291298501_9a8eed3fa0_z_degraded.jpg,0,dog
1449,[],1eed08b1-fbfb-484c-8065-9425f491eb37,yolov8n,"[640, 427]",368.99,368.99,116.34,48.14,29.661885245901644,368.9915690552512,3291298501_9a8eed3fa0_z_degraded.jpg,0,dog
1450,"[['bicycle', 0.2928134799003601]]",ed66b715-a76c-47d7-bf4c-e78e5a490f1c,yolov5n,"[640, 428]",6961.12,6961.12,175.21,45.52,30.237660630841123,6961.122370009244,1908136167_cae3414e7e_z_degraded.jpg,1,bicycle
1451,"[['bicycle', 0.34114617109298706], ['bicycle', 0.2791423201560974], ['bicycle', 0.26858362555503845]]",ed66b715-a76c-47d7-bf4c-e78e5a490f1c,yolov8n,"[640, 428]",6961.12,6961.12,175.21,45.52,30.237660630841123,6961.122370009244,1908136167_cae3414e7e_z_degraded.jpg,1,bicycle
1452,"[['person', 0.6959803104400635], ['bicycle', 0.6253865361213684]]",f1039a4f-cefc-4247-902d-88b9cc99cbc1,yolov5n,"[640, 426]",2947.65,2947.65,180.48,85.94,52.246185446009385,2947.6472815361403,3446761063_9cdc26f36c_z_degraded.jpg,1,bicycle
1453,"[['person', 0.8707015514373779], ['bicycle', 0.8700795769691467]]",f1039a4f-cefc-4247-902d-88b9cc99cbc1,yolov8n,"[640, 426]",2947.65,2947.65,180.48,85.94,52.246185446009385,2947.6472815361403,3446761063_9cdc26f36c_z_degraded.jpg,1,bicycle
1454,[],1bd4ba36-2e9e-4395-b56b-16263329446a,yolov5n,"[640, 472]",167.37,167.37,110.09,52.63,55.44061175847457,167.36623989981913,19283436_772222a19e_z_degraded.jpg,0,dog
1455,[],1bd4ba36-2e9e-4395-b56b-16263329446a,yolov8n,"[640, 472]",167.37,167.37,110.09,52.63,55.44061175847457,167.36623989981913,19283436_772222a19e_z_degraded.jpg,0,dog
1456,[],49e659b8-08dd-418d-b092-1ae12b458752,yolov5n,"[640, 419]",3326.22,3326.22,194.18,111.21,54.43019093078759,3326.2223177302726,17554656478_22dea58ed2_z_degraded.jpg,0,car
1457,"[['car', 0.50483238697052]]",49e659b8-08dd-418d-b092-1ae12b458752,yolov8n,"[640, 419]",3326.22,3326.22,194.18,111.21,54.43019093078759,3326.2223177302726,17554656478_22dea58ed2_z_degraded.jpg,1,car
1458,"[['person', 0.6599605679512024]]",c2fa7654-e212-4c78-bd2d-3879cac14da6,yolov5n,"[639, 469]",607.93,607.93,139.51,61.95,53.11570918045586,607.9252967977449,3300269400_c276d7a1a7_z_degraded.jpg,1,person
1459,"[['person', 0.9374667406082153]]",c2fa7654-e212-4c78-bd2d-3879cac14da6,yolov8n,"[639, 469]",607.93,607.93,139.51,61.95,53.11570918045586,607.9252967977449,3300269400_c276d7a1a7_z_degraded.jpg,1,person
1460,"[['person', 0.7721737623214722], ['person', 0.6750852465629578], ['person', 0.6269283294677734], ['handbag', 0.26808494329452515]]",20e74683-2fe1-4f93-8091-525a7a0f4972,yolov5n,"[640, 480]",7176.31,7176.31,164.98,80.13,32.767578125,7176.31400452693,19474810921_d2f23de0fc_z_degraded.jpg,0,bicycle
1461,"[['person', 0.838706374168396], ['person', 0.8335882425308228], ['person', 0.7421278953552246], ['chair', 0.28818610310554504], ['chair', 0.27880775928497314]]",20e74683-2fe1-4f93-8091-525a7a0f4972,yolov8n,"[640, 480]",7176.31,7176.31,164.98,80.13,32.767578125,7176.31400452693,19474810921_d2f23de0fc_z_degraded.jpg,0,bicycle
1462,[],5d1eac14-2886-4d50-b5ba-822cdfe36310,yolov5n,"[427, 640]",40.05,40.05,87.64,80.3,37.138100117096016,40.05301963323983,225687978_713319e6c1_z_degraded.jpg,0,cat
1463,[],5d1eac14-2886-4d50-b5ba-822cdfe36310,yolov8n,"[427, 640]",40.05,40.05,87.64,80.3,37.138100117096016,40.05301963323983,225687978_713319e6c1_z_degraded.jpg,0,cat
1464,[],e5ce8074-1fa3-4636-a7e4-99e91c3da0f5,yolov5n,"[640, 480]",2709.15,2709.15,167.43,62.68,35.6162109375,2709.1471732159816,14351072751_334621d203_z_degraded.jpg,0,dog
1465,"[['sheep', 0.5080935955047607], ['sheep', 0.3425889313220978]]",e5ce8074-1fa3-4636-a7e4-99e91c3da0f5,yolov8n,"[640, 480]",2709.15,2709.15,167.43,62.68,35.6162109375,2709.1471732159816,14351072751_334621d203_z_degraded.jpg,0,dog
1466,"[['clock', 0.4088550806045532], ['bicycle', 0.25974929332733154]]",f05d2487-56cd-4ede-b10e-895a3bd8f1e7,yolov5n,"[640, 480]",6863.36,6863.36,218.76,15.77,80.98502604166666,6863.3612333454475,8106854318_06c1cc0fc3_z_degraded.jpg,1,bicycle
1467,"[['bicycle', 0.7664695382118225]]",f05d2487-56cd-4ede-b10e-895a3bd8f1e7,yolov8n,"[640, 480]",6863.36,6863.36,218.76,15.77,80.98502604166666,6863.3612333454475,8106854318_06c1cc0fc3_z_degraded.jpg,1,bicycle
1468,[],0135603c-5fc0-44ee-bbfa-6c0aaaa65313,yolov5n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,0,cat
1469,"[['bear', 0.6476972103118896], ['cat', 0.6199509501457214]]",0135603c-5fc0-44ee-bbfa-6c0aaaa65313,yolov8n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,1,cat
1470,"[['truck', 0.48273390531539917]]",a70204f3-7e96-4d30-b865-a0d69fd3ee33,yolov5n,"[640, 480]",2984.46,2984.46,199.39,44.96,49.544921875,2984.45529656549,3679100484_a8e3044e55_z_degraded.jpg,0,car
1471,"[['truck', 0.7368886470794678]]",a70204f3-7e96-4d30-b865-a0d69fd3ee33,yolov8n,"[640, 480]",2984.46,2984.46,199.39,44.96,49.544921875,2984.45529656549,3679100484_a8e3044e55_z_degraded.jpg,0,car
1472,[],03fb146f-e531-4ffb-9164-6da13160de05,yolov5n,"[640, 496]",4631.88,4631.88,167.83,80.96,28.329763104838708,4631.876380314652,36110689_9cbbccb36a_z_degraded.jpg,0,dog
1473,"[['elephant', 0.502312183380127]]",03fb146f-e531-4ffb-9164-6da13160de05,yolov8n,"[640, 496]",4631.88,4631.88,167.83,80.96,28.329763104838708,4631.876380314652,36110689_9cbbccb36a_z_degraded.jpg,0,dog
1474,"[['person', 0.7198946475982666], ['person', 0.6905776262283325]]",836be3db-9d35-4571-b426-49382db2d3f7,yolov5n,"[640, 427]",2025.47,2025.47,185.6,98.37,30.231996487119435,2025.465354658281,4065552857_98aa8a39d4_z_degraded.jpg,0,bicycle
1475,"[['person', 0.8746452331542969], ['person', 0.8120141625404358], ['bicycle', 0.28142836689949036]]",836be3db-9d35-4571-b426-49382db2d3f7,yolov8n,"[640, 427]",2025.47,2025.47,185.6,98.37,30.231996487119435,2025.465354658281,4065552857_98aa8a39d4_z_degraded.jpg,1,bicycle
1476,[],a79bbc63-943b-4e55-a4d5-a6a94a157882,yolov5n,"[640, 480]",2389.73,2389.73,167.73,20.24,41.055013020833336,2389.730715420776,2882148223_72d4df2a8e_z_degraded.jpg,0,bicycle
1477,"[['motorcycle', 0.5197867155075073]]",a79bbc63-943b-4e55-a4d5-a6a94a157882,yolov8n,"[640, 480]",2389.73,2389.73,167.73,20.24,41.055013020833336,2389.730715420776,2882148223_72d4df2a8e_z_degraded.jpg,0,bicycle
1478,"[['motorcycle', 0.40348467230796814]]",518fc2d3-74e5-42d2-b99a-1caf435fd2ae,yolov5n,"[640, 480]",1759.99,1759.99,191.22,85.67,55.03483072916667,1759.9869730791625,2468082692_49ec682990_z_degraded.jpg,0,car
1479,"[['motorcycle', 0.4179612696170807]]",518fc2d3-74e5-42d2-b99a-1caf435fd2ae,yolov8n,"[640, 480]",1759.99,1759.99,191.22,85.67,55.03483072916667,1759.9869730791625,2468082692_49ec682990_z_degraded.jpg,0,car
1480,"[['person', 0.8126227259635925], ['person', 0.7614033222198486], ['person', 0.7449164986610413], ['person', 0.6484845876693726], ['person', 0.6219028234481812], ['person', 0.6049997210502625], ['person', 0.5968966484069824], ['person', 0.5853514075279236], ['person', 0.41124626994132996], ['person', 0.2903156578540802], ['person', 0.2655872404575348]]",ce944cf9-4955-428f-8675-133086bbed02,yolov5n,"[640, 480]",4530.67,4530.67,129.0,125.55,22.255859375,4530.666021129598,16433605163_8c9393beb1_z_degraded.jpg,1,person
1481,"[['person', 0.8457434773445129], ['person', 0.8198850750923157], ['person', 0.7804592847824097], ['person', 0.7712773680686951], ['person', 0.7455261945724487], ['person', 0.7058490514755249], ['person', 0.7000879645347595], ['person', 0.655369222164154], ['person', 0.5415129065513611], ['person', 0.2803988754749298], ['person', 0.26612773537635803], ['person', 0.25871190428733826]]",ce944cf9-4955-428f-8675-133086bbed02,yolov8n,"[640, 480]",4530.67,4530.67,129.0,125.55,22.255859375,4530.666021129598,16433605163_8c9393beb1_z_degraded.jpg,1,person
1482,"[['person', 0.8697777390480042], ['person', 0.5483580827713013]]",35ca5515-8ac9-4e02-a187-da334dd44e54,yolov5n,"[640, 360]",5655.25,5655.25,188.39,65.08,34.34678819444444,5655.254380221879,14757587416_892a95bf77_z_degraded.jpg,0,bicycle
1483,"[['person', 0.872913122177124], ['person', 0.6763858199119568]]",35ca5515-8ac9-4e02-a187-da334dd44e54,yolov8n,"[640, 360]",5655.25,5655.25,188.39,65.08,34.34678819444444,5655.254380221879,14757587416_892a95bf77_z_degraded.jpg,0,bicycle
1484,"[['car', 0.8373548984527588], ['person', 0.7956330180168152], ['boat', 0.5324157476425171]]",3b389da0-b443-40f5-a2eb-12fc6348f17a,yolov5n,"[640, 480]",1219.75,1219.75,206.6,23.43,50.983723958333336,1219.7501627360027,432591931_4789d0f0f1_z_degraded.jpg,1,car
1485,"[['car', 0.9010158181190491], ['car', 0.8280607461929321], ['person', 0.773220419883728], ['truck', 0.32583460211753845]]",3b389da0-b443-40f5-a2eb-12fc6348f17a,yolov8n,"[640, 480]",1219.75,1219.75,206.6,23.43,50.983723958333336,1219.7501627360027,432591931_4789d0f0f1_z_degraded.jpg,1,car
1486,[],31762179-27b7-4b52-ba98-49f33f8497b1,yolov5n,"[482, 640]",1082.69,1082.69,150.79,103.96,24.12344398340249,1082.6894106892728,201365540_d1af73d7cd_z_degraded.jpg,0,person
1487,"[['person', 0.735328197479248], ['umbrella', 0.4642183780670166], ['umbrella', 0.2532806098461151]]",31762179-27b7-4b52-ba98-49f33f8497b1,yolov8n,"[482, 640]",1082.69,1082.69,150.79,103.96,24.12344398340249,1082.6894106892728,201365540_d1af73d7cd_z_degraded.jpg,1,person
1488,"[['person', 0.5238531231880188], ['tie', 0.39811190962791443]]",c8ba7288-3011-4efb-a267-28f558b96bd8,yolov5n,"[524, 640]",775.84,775.84,186.98,33.65,62.688752385496194,775.8365628590408,8399932836_19c21d3779_z_degraded.jpg,1,person
1489,"[['person', 0.8508228659629822], ['tie', 0.7412961721420288]]",c8ba7288-3011-4efb-a267-28f558b96bd8,yolov8n,"[524, 640]",775.84,775.84,186.98,33.65,62.688752385496194,775.8365628590408,8399932836_19c21d3779_z_degraded.jpg,1,person
1490,"[['person', 0.5526584386825562], ['person', 0.33443138003349304]]",7a1f09f0-9490-4872-8d59-8e4c06cb7e65,yolov5n,"[640, 427]",1894.84,1894.84,206.26,47.62,59.815939695550355,1894.837957526178,16954781749_4c32123444_z_degraded.jpg,1,person
1491,"[['person', 0.9418100714683533], ['person', 0.9250660538673401]]",7a1f09f0-9490-4872-8d59-8e4c06cb7e65,yolov8n,"[640, 427]",1894.84,1894.84,206.26,47.62,59.815939695550355,1894.837957526178,16954781749_4c32123444_z_degraded.jpg,1,person
1492,"[['microwave', 0.8331727385520935], ['person', 0.7370568513870239], ['oven', 0.6859622001647949]]",2be53a25-fbd0-49d3-a527-18aec591971e,yolov5n,"[428, 639]",1120.61,1120.61,162.1,76.13,41.822795547950214,1120.613420883282,10915137264_e8c23d54b4_z_degraded.jpg,1,person
1493,"[['refrigerator', 0.8824011087417603], ['person', 0.8681915402412415], ['microwave', 0.740095317363739], ['oven', 0.6411370038986206], ['bowl', 0.5921733379364014], ['refrigerator', 0.46008065342903137], ['oven', 0.4365268051624298], ['dining table', 0.3559218943119049], ['refrigerator', 0.34348583221435547]]",2be53a25-fbd0-49d3-a527-18aec591971e,yolov8n,"[428, 639]",1120.61,1120.61,162.1,76.13,41.822795547950214,1120.613420883282,10915137264_e8c23d54b4_z_degraded.jpg,1,person
1494,"[['person', 0.5636860132217407]]",dc6e5dee-2371-4c1b-ad1c-4847f28ac8b8,yolov5n,"[427, 640]",13945.8,13945.8,157.76,86.24,36.21706674473067,13945.80124705198,15235483580_08696e0988_z_degraded.jpg,0,bicycle
1495,"[['person', 0.7778809070587158], ['motorcycle', 0.39822494983673096]]",dc6e5dee-2371-4c1b-ad1c-4847f28ac8b8,yolov8n,"[427, 640]",13945.8,13945.8,157.76,86.24,36.21706674473067,13945.80124705198,15235483580_08696e0988_z_degraded.jpg,0,bicycle
1496,"[['elephant', 0.3310300409793854]]",becc6818-42d6-4f15-b4b2-c4b67e4efaa4,yolov5n,"[640, 519]",1473.1,1473.1,112.76,42.76,33.46248795761079,1473.0966156174645,8523144329_569f1781b3_z_degraded.jpg,0,cat
1497,"[['cat', 0.7645515203475952], ['clock', 0.2616845369338989]]",becc6818-42d6-4f15-b4b2-c4b67e4efaa4,yolov8n,"[640, 519]",1473.1,1473.1,112.76,42.76,33.46248795761079,1473.0966156174645,8523144329_569f1781b3_z_degraded.jpg,1,cat
1498,[],d35ab743-3a20-41fa-aadd-c0a1c0fbc8fc,yolov5n,"[640, 480]",6084.35,6084.35,157.01,99.83,37.11295572916667,6084.350877339638,7035751851_15d745cf2c_z_degraded.jpg,0,car
1499,"[['car', 0.8568466901779175], ['car', 0.7468275427818298]]",d35ab743-3a20-41fa-aadd-c0a1c0fbc8fc,yolov8n,"[640, 480]",6084.35,6084.35,157.01,99.83,37.11295572916667,6084.350877339638,7035751851_15d745cf2c_z_degraded.jpg,1,car
1500,"[['car', 0.324235200881958]]",d69b63c8-5a88-4c0c-ad5b-367703422b95,yolov5n,"[640, 480]",4870.82,4870.82,186.6,65.04,48.479166666666664,4870.823034798133,8125475_d0a1063029_z_degraded.jpg,1,car
1501,"[['car', 0.9376852512359619], ['car', 0.5380821228027344], ['car', 0.44800055027008057], ['truck', 0.44259390234947205], ['car', 0.424844890832901], ['car', 0.4154791235923767], ['car', 0.3599802255630493], ['car', 0.3562465310096741], ['car', 0.3129514455795288], ['car', 0.26964646577835083], ['car', 0.2522064745426178]]",d69b63c8-5a88-4c0c-ad5b-367703422b95,yolov8n,"[640, 480]",4870.82,4870.82,186.6,65.04,48.479166666666664,4870.823034798133,8125475_d0a1063029_z_degraded.jpg,1,car
1502,"[['bicycle', 0.5408071279525757], ['bicycle', 0.5062160491943359], ['bicycle', 0.4431575536727905], ['bicycle', 0.43945181369781494], ['bicycle', 0.416817307472229], ['bicycle', 0.4105093479156494], ['bicycle', 0.3925958573818207], ['bicycle', 0.30806517601013184], ['bicycle', 0.3017531931400299], ['bicycle', 0.2950924038887024], ['bicycle', 0.2585006356239319]]",2dfe5586-c949-4cca-bff2-cd559206aba8,yolov5n,"[640, 427]",12286.13,12286.13,173.36,39.96,43.744877049180324,12286.130059554936,16679943419_b0fd9b6858_z_degraded.jpg,1,bicycle
1503,"[['bicycle', 0.7611441016197205], ['bicycle', 0.3942241668701172], ['bicycle', 0.3418208360671997], ['bicycle', 0.33426275849342346], ['bicycle', 0.3304777145385742], ['bicycle', 0.31412142515182495], ['bicycle', 0.3020753264427185], ['bicycle', 0.28474515676498413], ['bicycle', 0.2803255617618561], ['bicycle', 0.25991734862327576]]",2dfe5586-c949-4cca-bff2-cd559206aba8,yolov8n,"[640, 427]",12286.13,12286.13,173.36,39.96,43.744877049180324,12286.130059554936,16679943419_b0fd9b6858_z_degraded.jpg,1,bicycle
1504,"[['bicycle', 0.5441955924034119]]",21a8d2fc-5202-490f-934e-d2e25ee95529,yolov5n,"[640, 426]",1461.43,1461.43,134.99,69.86,10.11150234741784,1461.4336619665435,6459633873_5effb4b6e5_z_degraded.jpg,1,bicycle
1505,"[['bicycle', 0.9029107689857483]]",21a8d2fc-5202-490f-934e-d2e25ee95529,yolov8n,"[640, 426]",1461.43,1461.43,134.99,69.86,10.11150234741784,1461.4336619665435,6459633873_5effb4b6e5_z_degraded.jpg,1,bicycle
1506,"[['elephant', 0.2667236626148224]]",4810691a-2ba8-42e7-9681-84a1f974268d,yolov5n,"[640, 626]",589.8,589.8,129.23,56.73,61.20681908945688,589.7977510702763,7492624590_e473685314_z_degraded.jpg,0,dog
1507,"[['teddy bear', 0.2758825719356537]]",4810691a-2ba8-42e7-9681-84a1f974268d,yolov8n,"[640, 626]",589.8,589.8,129.23,56.73,61.20681908945688,589.7977510702763,7492624590_e473685314_z_degraded.jpg,0,dog
1508,[],56a5082c-c3d9-4c16-a039-11d81e8193e9,yolov5n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
1509,"[['truck', 0.3708055019378662]]",56a5082c-c3d9-4c16-a039-11d81e8193e9,yolov8n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
1510,"[['person', 0.5448541641235352], ['person', 0.4368468225002289]]",96c91d49-8b90-498c-a196-1fb3a40c10f3,yolov5n,"[640, 425]",6192.32,6192.32,200.46,62.56,52.292647058823526,6192.321421821894,14811525368_d8b774e40a_z_degraded.jpg,0,bicycle
1511,"[['person', 0.8194581866264343], ['person', 0.7015423774719238]]",96c91d49-8b90-498c-a196-1fb3a40c10f3,yolov8n,"[640, 425]",6192.32,6192.32,200.46,62.56,52.292647058823526,6192.321421821894,14811525368_d8b774e40a_z_degraded.jpg,0,bicycle
1512,"[['person', 0.820446252822876], ['person', 0.7525689601898193]]",e5912597-0845-4a08-a1a8-0932ab7fb2ac,yolov5n,"[640, 425]",1384.23,1384.23,167.71,43.41,45.237500000000004,1384.2270417438226,8183126241_e78c7f86ba_z_degraded.jpg,1,person
1513,"[['person', 0.9423157572746277], ['person', 0.9203742146492004], ['suitcase', 0.2701965272426605]]",e5912597-0845-4a08-a1a8-0932ab7fb2ac,yolov8n,"[640, 425]",1384.23,1384.23,167.71,43.41,45.237500000000004,1384.2270417438226,8183126241_e78c7f86ba_z_degraded.jpg,1,person
1514,[],3b798413-76b4-4afd-bd80-71d8b2bc0180,yolov5n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,0,cat
1515,"[['bear', 0.6476972103118896], ['cat', 0.6199509501457214]]",3b798413-76b4-4afd-bd80-71d8b2bc0180,yolov8n,"[640, 480]",1322.09,1322.09,202.94,34.65,59.47916666666667,1322.091863973141,6924362656_d86bedc2e4_z_degraded.jpg,1,cat
1516,[],36c2e914-7e19-42f4-a756-fc7b3471b142,yolov5n,"[640, 480]",941.66,941.66,206.42,66.77,54.55468750000001,941.6617994626258,8730902798_bfe9360f4e_z_degraded.jpg,0,dog
1517,"[['bear', 0.7916982173919678]]",36c2e914-7e19-42f4-a756-fc7b3471b142,yolov8n,"[640, 480]",941.66,941.66,206.42,66.77,54.55468750000001,941.6617994626258,8730902798_bfe9360f4e_z_degraded.jpg,0,dog
1518,"[['dog', 0.3489057719707489]]",2846b384-e102-4e2e-83ac-f63bf429970c,yolov5n,"[640, 427]",829.23,829.23,152.32,122.16,32.97460480093677,829.2274780620107,16107639462_07e2d4455d_z_degraded.jpg,1,dog
1519,"[['dog', 0.5658540725708008], ['person', 0.46449342370033264]]",2846b384-e102-4e2e-83ac-f63bf429970c,yolov8n,"[640, 427]",829.23,829.23,152.32,122.16,32.97460480093677,829.2274780620107,16107639462_07e2d4455d_z_degraded.jpg,1,dog
1520,[],70233aa4-c2d4-4f6e-9803-6ea50b4a93a8,yolov5n,"[480, 640]",4817.54,4817.54,109.58,106.68,14.379557291666668,4817.542750889081,105398161_799ded9b2a_z_degraded.jpg,0,dog
1521,"[['umbrella', 0.4124652147293091], ['dog', 0.3298165500164032]]",70233aa4-c2d4-4f6e-9803-6ea50b4a93a8,yolov8n,"[480, 640]",4817.54,4817.54,109.58,106.68,14.379557291666668,4817.542750889081,105398161_799ded9b2a_z_degraded.jpg,1,dog
1522,"[['bicycle', 0.40939217805862427], ['bicycle', 0.33143430948257446]]",ba96b4a9-b722-4b36-aa6c-ca2866e2bb33,yolov5n,"[480, 640]",3476.6,3476.6,176.68,50.44,31.326497395833336,3476.601096213405,7548613890_a6272237ac_z_degraded.jpg,1,bicycle
1523,"[['bicycle', 0.851311206817627], ['bicycle', 0.3699564039707184], ['motorcycle', 0.29860541224479675]]",ba96b4a9-b722-4b36-aa6c-ca2866e2bb33,yolov8n,"[480, 640]",3476.6,3476.6,176.68,50.44,31.326497395833336,3476.601096213405,7548613890_a6272237ac_z_degraded.jpg,1,bicycle
1524,"[['cat', 0.4217509925365448]]",a725f2b4-8a16-46b5-b197-04373de4c873,yolov5n,"[640, 480]",6.3,6.3,244.93,29.83,87.53776041666667,6.299846990701886,4226351112_a6f67d031e_z_degraded.jpg,1,cat
1525,"[['cat', 0.5813000798225403]]",a725f2b4-8a16-46b5-b197-04373de4c873,yolov8n,"[640, 480]",6.3,6.3,244.93,29.83,87.53776041666667,6.299846990701886,4226351112_a6f67d031e_z_degraded.jpg,1,cat
1526,"[['person', 0.7372179627418518], ['bicycle', 0.559653103351593], ['car', 0.49050015211105347], ['car', 0.31298813223838806], ['car', 0.2500188648700714]]",66262bf6-b385-47b0-86a0-79c5fdc8d0d6,yolov5n,"[600, 379]",2657.77,2657.77,199.65,33.58,65.54309586631486,2657.773276631768,9549882142_c59c04bac0_z_degraded.jpg,1,car
